function,N,threads,run_date,time_avg,time_std,speedup_avg,time_rep_0,time_rep_1,time_rep_2,baseline_time
numba_parallel_inner_loop_bool_sieve,10000000,1,2026-07-04T04-15-34,0.014910699999973076,0.0019420683793400307,1.0,0.014188499999988835,0.017110399999978654,0.01343319999995174,
numba_parallel_inner_loop_bool_sieve,10000000,2,2026-07-04T04-15-34,0.008712433333357694,0.0003963733131197175,1.7114277297117204,0.009088400000052843,0.008298400000001038,0.008750500000019201,0.014910699999973076
numba_parallel_inner_loop_bool_sieve,10000000,4,2026-07-04T04-15-34,0.008721866666671,0.0005218613065990141,1.7095766961161603,0.008346000000017284,0.009317699999996876,0.008501899999998841,0.014910699999973076
numba_parallel_inner_loop_bool_sieve,10000000,6,2026-07-04T04-15-34,0.008007133333345942,0.0009472548618720437,1.8621770587829514,0.007777800000042134,0.00904800000000705,0.007195599999988644,0.014910699999973076
numba_parallel_inner_loop_bool_sieve,10000000,8,2026-07-04T04-15-34,0.009195999999993395,0.000469053472405033,1.6214332318381672,0.008700400000009267,0.009632999999951153,0.009254600000019764,0.014910699999973076
numba_parallel_inner_loop_bool_sieve,100000000,1,2026-07-04T04-15-34,0.5925428333333306,0.022883448071529627,1.0,0.5711754000000155,0.5897645000000011,0.6166885999999749,
numba_parallel_inner_loop_bool_sieve,100000000,2,2026-07-04T04-15-34,0.36494503333331824,0.008420410662395135,1.6236495340714463,0.3744151999999872,0.362117899999987,0.3583019999999806,0.5925428333333306
numba_parallel_inner_loop_bool_sieve,100000000,4,2026-07-04T04-15-34,0.2951768333333196,0.01733226570139855,2.0074164582700136,0.2755323999999746,0.30831260000002203,0.3016854999999623,0.5925428333333306
numba_parallel_inner_loop_bool_sieve,100000000,6,2026-07-04T04-15-34,0.3467630666666726,0.04234057463313527,1.7087829999580513,0.37366320000000997,0.3686685000000125,0.29795749999999543,0.5925428333333306
numba_parallel_inner_loop_bool_sieve,100000000,8,2026-07-04T04-15-34,0.3025829666666671,0.009253155674852404,1.9582821857454071,0.2963007000000175,0.31320879999998397,0.29823939999999993,0.5925428333333306
numba_parallel_inner_loop_bool_sieve,1000000000,1,2026-07-04T04-15-34,6.858379866666667,0.25242152274450425,1.0,6.793326999999977,6.644852000000014,7.136960600000009,
numba_parallel_inner_loop_bool_sieve,1000000000,2,2026-07-04T04-15-34,5.857438700000007,0.3646282120273099,1.1708837630117508,5.637298700000031,5.656691200000012,6.278326199999981,6.858379866666667
numba_parallel_inner_loop_bool_sieve,1000000000,4,2026-07-04T04-15-34,4.119117166666702,0.06370245906920774,1.6650120861253985,4.1658533000000375,4.144940600000041,4.046557600000028,6.858379866666667
numba_parallel_inner_loop_bool_sieve,1000000000,6,2026-07-04T04-15-34,3.7810058000000217,0.21793649679121846,1.8139035562089398,3.5648219000000267,3.777541900000017,4.000653600000021,6.858379866666667
numba_parallel_inner_loop_bool_sieve,1000000000,8,2026-07-04T04-15-34,4.377611166666668,0.12107842233992187,1.5666946207762396,4.447885499999984,4.237802500000043,4.447145499999976,6.858379866666667
